Date,Currency,Mean,Buy,Sell
15/05/2023,STG POUND,171.3779,171.2294,171.5265
15/05/2023,KES / TSHS,17.1924,17.1433,17.2415
15/05/2023,KES / USHS,27.1574,27.1011,27.2137
15/05/2023,KES / BIF,20.6273,20.448,20.8066
15/05/2023,SA RAND,7.1712,7.1632,7.1793
15/05/2023,JPY (100),100.5981,100.521,100.6752
15/05/2023,KES / RWF,8.1838,8.111,8.2565
15/05/2023,SW KRONER,13.2312,13.2174,13.2449
15/05/2023,AE DIRHAM,37.3007,37.2684,37.333
15/05/2023,S FRANC,152.6574,152.5119,152.8028
15/05/2023,DAN KRONER,19.9897,19.9748,20.0046
15/05/2023,CHINESE YUAN,19.6838,19.6688,19.6987
15/05/2023,AUSTRALIAN $,91.4475,91.367,91.5279
15/05/2023,CAN $,101.1926,101.115,101.2703
15/05/2023,SAUDI RIYAL,36.523,36.4953,36.5506
15/05/2023,HONGKONG DOLLAR,17.4663,17.4535,17.479
15/05/2023,EURO,149.1862,149.0541,149.3182
15/05/2023,IND RUPEE,1.6654,1.6641,1.6667
15/05/2023,NOR KRONER,12.8498,12.8366,12.863
15/05/2023,SINGAPORE DOLLAR,102.3304,102.248,102.4127
12/5/2023,STG POUND,171.5453,171.3988,171.6918
12/5/2023,US DOLLAR,136.8765,136.7765,136.9765
12/5/2023,EURO,149.3585,149.2247,149.4924
12/5/2023,KES / RWF,8.1704,8.1023,8.2385
12/5/2023,KES / TSHS,17.198,17.1489,17.2471
12/5/2023,AE DIRHAM,37.2747,37.2465,37.303
12/5/2023,S FRANC,152.8663,152.7205,153.0121
12/5/2023,KES / BIF,20.5917,20.4204,20.7629
12/5/2023,KES / USHS,27.2217,27.1652,27.2781
12/5/2023,SW KRONER,13.2564,13.2453,13.2675
12/5/2023,DAN KRONER,20.0374,20.0217,20.0531
12/5/2023,JPY (100),101.9147,101.8364,101.9929
12/5/2023,CAN $,101.4576,101.3685,101.5468
12/5/2023,AUSTRALIAN $,91.6388,91.5582,91.7194
12/5/2023,NOR KRONER,12.8416,12.8307,12.8526
12/5/2023,SA RAND,7.1116,7.1057,7.1176
12/5/2023,SAUDI RIYAL,36.4984,36.4708,36.5261
12/5/2023,CHINESE YUAN,19.7018,19.6849,19.7188
12/5/2023,IND RUPEE,1.6665,1.6651,1.668
12/5/2023,HONGKONG DOLLAR,17.4661,17.4533,17.4788
12/5/2023,SINGAPORE DOLLAR,102.818,102.7236,102.9124
11/5/2023,KES / USHS,27.1582,27.1018,27.2146
11/5/2023,SA RAND,7.2974,7.2911,7.3037
11/5/2023,EURO,150.2541,150.1224,150.3859
11/5/2023,STG POUND,173.0065,172.8541,173.1588
11/5/2023,CAN $,102.427,102.3367,102.5172
11/5/2023,S FRANC,153.9575,153.8103,154.1047
11/5/2023,SW KRONER,13.4289,13.4171,13.4407
11/5/2023,KES / RWF,8.1727,8.1046,8.2408
11/5/2023,DAN KRONER,20.1732,20.158,20.1884
11/5/2023,NOR KRONER,13.0723,13.0609,13.0837
11/5/2023,SINGAPORE DOLLAR,103.2192,103.1398,103.2985
11/5/2023,IND RUPEE,1.6696,1.6682,1.6711
11/5/2023,US DOLLAR,136.7912,136.6912,136.8912
11/5/2023,JPY (100),101.5412,101.4556,101.6267
11/5/2023,AUSTRALIAN $,92.7102,92.6356,92.7848
11/5/2023,SAUDI RIYAL,36.4728,36.4451,36.5004
11/5/2023,KES / TSHS,17.2161,17.1669,17.2652
11/5/2023,KES / BIF,20.6038,20.4243,20.7833
11/5/2023,AE DIRHAM,37.2495,37.2172,37.2818
11/5/2023,HONGKONG DOLLAR,17.4692,17.4565,17.482
11/5/2023,CHINESE YUAN,19.7347,19.7197,19.7497
10/5/2023,EURO,149.6965,149.5688,149.8241
10/5/2023,SA RAND,7.3297,7.3222,7.3373
10/5/2023,KES / BIF,15.288,15.1451,15.4309
10/5/2023,US DOLLAR,136.6765,136.5765,136.7765
10/5/2023,KES / RWF,8.1787,8.1105,8.2469
10/5/2023,STG POUND,172.0926,171.9465,172.2388
10/5/2023,JPY (100),100.9688,100.8838,101.0539
10/5/2023,KES / TSHS,17.2305,17.1813,17.2797
10/5/2023,DAN KRONER,20.1257,20.1099,20.1414
10/5/2023,CAN $,102.0316,101.9532,102.1101
10/5/2023,IND RUPEE,1.6652,1.6639,1.6666
10/5/2023,SAUDI RIYAL,36.4451,36.4175,36.4728
10/5/2023,KES / USHS,27.2835,27.2269,27.34
10/5/2023,S FRANC,153.4484,153.3017,153.5951
10/5/2023,HONGKONG DOLLAR,17.4562,17.4434,17.4689
10/5/2023,SINGAPORE DOLLAR,102.9384,102.8437,103.0331
10/5/2023,AE DIRHAM,37.2203,37.188,37.2526
10/5/2023,SW KRONER,13.4095,13.3969,13.422
10/5/2023,CHINESE YUAN,19.7236,19.708,19.7391
10/5/2023,NOR KRONER,12.9207,12.9066,12.9348
10/5/2023,AUSTRALIAN $,92.3591,92.2847,92.4335
9/5/2023,US DOLLAR,136.5853,136.4853,136.6853
9/5/2023,STG POUND,172.8126,172.6618,172.9635
9/5/2023,KES / TSHS,17.242,17.1928,17.2912
9/5/2023,KES / BIF,15.3019,15.1672,15.4365
9/5/2023,KES / USHS,27.309,27.2524,27.3656
9/5/2023,SA RAND,7.4466,7.4381,7.4551
9/5/2023,S FRANC,153.6739,153.5268,153.8209
9/5/2023,CAN $,102.53,102.4511,102.6089
9/5/2023,KES / RWF,8.1763,8.1081,8.2446
9/5/2023,DAN KRONER,20.1596,20.1442,20.175
9/5/2023,JPY (100),101.1556,101.0778,101.2334
9/5/2023,NOR KRONER,13.0556,13.0442,13.0671
9/5/2023,SAUDI RIYAL,36.4198,36.3922,36.4475
9/5/2023,EURO,150.7944,150.6724,150.9165
9/5/2023,IND RUPEE,1.67,1.6686,1.6713
9/5/2023,HONGKONG DOLLAR,17.4045,17.3918,17.4172
9/5/2023,SW KRONER,13.469,13.4572,13.4809
9/5/2023,AE DIRHAM,37.1934,37.1611,37.2257
9/5/2023,SINGAPORE DOLLAR,103.0949,103,103.1899
9/5/2023,CHINESE YUAN,19.7305,19.7159,19.7451
9/5/2023,AUSTRALIAN $,92.5912,92.5097,92.6726
8/5/2023,KES / TSHS,17.2422,17.1929,17.2915
8/5/2023,KES / RWF,8.1705,8.0975,8.2435
8/5/2023,SA RAND,7.4208,7.4138,7.4278
8/5/2023,US DOLLAR,136.4676,136.3676,136.5676
8/5/2023,KES / BIF,15.2675,15.1311,15.4038
8/5/2023,EURO,150.0976,149.9653,150.23
8/5/2023,SW KRONER,13.4434,13.4306,13.4563
8/5/2023,S FRANC,153.4897,153.3427,153.6367
8/5/2023,KES / USHS,27.2226,27.166,27.2792
8/5/2023,IND RUPEE,1.6699,1.6686,1.6712
8/5/2023,JPY (100),101.2559,101.178,101.3339
8/5/2023,AE DIRHAM,37.1634,37.1311,37.1957
8/5/2023,NOR KRONER,12.9356,12.9222,12.949
8/5/2023,AUSTRALIAN $,92.4842,92.3754,92.5929
8/5/2023,SAUDI RIYAL,36.3894,36.3618,36.4171
8/5/2023,DAN KRONER,20.227,20.2107,20.2433
8/5/2023,CHINESE YUAN,19.735,19.72,19.7501
8/5/2023,CAN $,102.0662,101.9876,102.1448
8/5/2023,STG POUND,171.8429,171.6976,171.9882
8/5/2023,HONGKONG DOLLAR,17.39,17.3772,17.4027
8/5/2023,SINGAPORE DOLLAR,103.0372,102.9423,103.1322
5/5/2023,DAN KRONER,20.2209,20.205,20.2368
5/5/2023,NOR KRONER,12.7057,12.6946,12.7168
5/5/2023,SW KRONER,13.2774,13.2657,13.289
5/5/2023,JPY (100),101.6334,101.5475,101.7192
5/5/2023,IND RUPEE,1.6683,1.6668,1.6697
5/5/2023,US DOLLAR,136.3971,136.2971,136.4971
5/5/2023,KES / USHS,27.2734,27.2167,27.33
5/5/2023,CAN $,100.3732,100.2848,100.4615
5/5/2023,KES / RWF,8.1735,8.1052,8.2419
5/5/2023,KES / TSHS,17.2218,17.1725,17.2711
5/5/2023,S FRANC,153.7995,153.678,153.9209
5/5/2023,AE DIRHAM,37.1411,37.1088,37.1734
5/5/2023,SINGAPORE DOLLAR,103.0073,102.9278,103.0867
5/5/2023,CHINESE YUAN,19.7414,19.7266,19.7561
5/5/2023,AUSTRALIAN $,91.8907,91.8097,91.9717
5/5/2023,EURO,150.3991,150.2659,150.5324
5/5/2023,KES / BIF,15.2741,15.1406,15.4075
5/5/2023,SA RAND,7.4708,7.4644,7.4773
5/5/2023,STG POUND,171.4321,171.2859,171.5782
5/5/2023,SAUDI RIYAL,36.3687,36.341,36.3963
5/5/2023,HONGKONG DOLLAR,17.3779,17.3651,17.3906
4/5/2023,SW KRONER,13.3232,13.31,13.3364
4/5/2023,JPY (100),101.2835,101.1904,101.3767
4/5/2023,NOR KRONER,12.7131,12.6999,12.7262
4/5/2023,IND RUPEE,1.6675,1.6661,1.6688
4/5/2023,DAN KRONER,20.268,20.2516,20.2844
4/5/2023,KES / TSHS,17.2463,17.1969,17.2956
4/5/2023,AUSTRALIAN $,91.2613,91.1603,91.3624
4/5/2023,KES / RWF,8.1781,8.1097,8.2464
4/5/2023,KES / USHS,27.3371,27.2804,27.3939
4/5/2023,SA RAND,7.4799,7.4712,7.4886
4/5/2023,US DOLLAR,136.2618,136.1618,136.3618
4/5/2023,STG POUND,170.5476,170.4006,170.6947
4/5/2023,KES / BIF,15.2878,15.1527,15.4228
4/5/2023,AE DIRHAM,37.1053,37.073,37.1376
4/5/2023,CAN $,100.3031,100.2147,100.3915
4/5/2023,S FRANC,154.3431,154.221,154.4651
4/5/2023,EURO,150.4556,150.32,150.5912
4/5/2023,HONGKONG DOLLAR,17.3593,17.3466,17.372
4/5/2023,SINGAPORE DOLLAR,102.6609,102.5778,102.7439
4/5/2023,SAUDI RIYAL,36.3302,36.2769,36.3835
4/5/2023,CHINESE YUAN,19.7451,19.729,19.7611
3/5/2023,DAN KRONER,20.1338,20.1175,20.1501
3/5/2023,NOR KRONER,12.6099,12.5984,12.6214
3/5/2023,SW KRONER,13.2231,13.2115,13.2347
3/5/2023,S FRANC,152.7834,152.6626,152.9042
3/5/2023,JPY (100),100.153,100.0757,100.2302
3/5/2023,STG POUND,169.7085,169.5606,169.8565
3/5/2023,KES / USHS,27.4692,27.4123,27.526
3/5/2023,EURO,149.3424,149.2094,149.4753
3/5/2023,KES / TSHS,17.2968,17.2473,17.3462
3/5/2023,US DOLLAR,136.1529,136.0529,136.2529
3/5/2023,IND RUPEE,1.6639,1.6625,1.6652
3/5/2023,AE DIRHAM,37.0747,37.0424,37.1069
3/5/2023,CAN $,100.0095,99.9214,100.0977
3/5/2023,AUSTRALIAN $,90.7664,90.6929,90.8398
3/5/2023,KES / BIF,15.298,15.1608,15.4352
3/5/2023,KES / RWF,8.1806,8.1122,8.2491
3/5/2023,SA RAND,7.3765,7.37,7.3829
3/5/2023,SINGAPORE DOLLAR,102.0828,101.9887,102.1769
3/5/2023,HONGKONG DOLLAR,17.3445,17.3318,17.3573
3/5/2023,SAUDI RIYAL,36.3036,36.2759,36.3312
3/5/2023,CHINESE YUAN,19.6978,19.6802,19.7154
2/5/2023,AE DIRHAM,37.0388,37.0065,37.0711
2/5/2023,SW KRONER,13.2011,13.1882,13.214
2/5/2023,KES / RWF,8.1826,8.1141,8.2511
2/5/2023,NOR KRONER,12.6939,12.6798,12.708
2/5/2023,JPY (100),98.7926,98.7128,98.8724
2/5/2023,S FRANC,151.9241,151.7785,152.0698
2/5/2023,KES / BIF,15.3121,15.1736,15.4505
2/5/2023,KES / TSHS,17.2846,17.2351,17.334
2/5/2023,CAN $,100.4896,100.412,100.5672
2/5/2023,DAN KRONER,20.0552,20.0398,20.0707
2/5/2023,HONGKONG DOLLAR,17.3275,17.3148,17.3403
2/5/2023,STG POUND,170.0465,169.8971,170.1959
2/5/2023,EURO,149.6438,149.5112,149.7765
2/5/2023,IND RUPEE,1.6637,1.6624,1.6649
2/5/2023,KES / USHS,27.4597,27.4028,27.5167
2/5/2023,US DOLLAR,136.0176,135.9176,136.1176
2/5/2023,SA RAND,7.4057,7.3976,7.4139
2/5/2023,CHINESE YUAN,19.6782,19.6606,19.6958
2/5/2023,AUSTRALIAN $,91.1454,91.0648,91.226
2/5/2023,SINGAPORE DOLLAR,101.8821,101.7881,101.9761
2/5/2023,SAUDI RIYAL,36.2665,36.2389,36.2942
28/04/2023,SW KRONER,13.183,13.1715,13.1945
28/04/2023,KES / USHS,27.4811,27.4241,27.5381
28/04/2023,STG POUND,169.3679,169.2212,169.5147
28/04/2023,SA RAND,7.4435,7.4371,7.4499
28/04/2023,KES / BIF,15.324,15.1855,15.4626
28/04/2023,CAN $,99.8654,99.7882,99.9425
28/04/2023,AE DIRHAM,37.011,36.9807,37.0412
28/04/2023,KES / TSHS,17.2907,17.2412,17.3402
28/04/2023,IND RUPEE,1.6616,1.6598,1.6634
28/04/2023,NOR KRONER,12.7836,12.7718,12.7954
28/04/2023,KES / RWF,8.2002,8.1022,8.2983
28/04/2023,US DOLLAR,135.9118,135.8118,136.0118
28/04/2023,S FRANC,151.6534,151.508,151.7988
28/04/2023,JPY (100),101.4078,101.3218,101.4937
28/04/2023,DAN KRONER,20.0861,20.0706,20.1016
28/04/2023,SAUDI RIYAL,36.2311,36.1779,36.2843
28/04/2023,EURO,149.7215,149.5876,149.8553
28/04/2023,SINGAPORE DOLLAR,101.6885,101.5947,101.7824
28/04/2023,AUSTRALIAN $,89.8921,89.8123,89.9718
28/04/2023,CHINESE YUAN,19.6216,19.6039,19.6393
28/04/2023,HONGKONG DOLLAR,17.3138,17.3011,17.3266
27/04/2023,STG POUND,169.5603,169.4118,169.7088
27/04/2023,US DOLLAR,135.8324,135.7324,135.9324
27/04/2023,EURO,150.2941,150.1618,150.4265
27/04/2023,KES / USHS,27.6591,27.602,27.7163
27/04/2023,DAN KRONER,20.1382,20.1222,20.1542
27/04/2023,CAN $,99.6386,99.5616,99.7156
27/04/2023,SA RAND,7.4076,7.3995,7.4157
27/04/2023,JPY (100),101.5987,101.5201,101.6773
27/04/2023,S FRANC,152.4408,152.2858,152.5958
27/04/2023,NOR KRONER,12.7892,12.7773,12.801
27/04/2023,SW KRONER,13.1739,13.1613,13.1866
27/04/2023,AE DIRHAM,36.9884,36.9561,37.0206
27/04/2023,IND RUPEE,1.6632,1.6619,1.6645
27/04/2023,KES / RWF,8.18,8.1114,8.2486
27/04/2023,AUSTRALIAN $,89.9074,89.8277,89.9872
27/04/2023,CHINESE YUAN,19.6179,19.6026,19.6332
27/04/2023,SINGAPORE DOLLAR,101.7204,101.6265,101.8144
27/04/2023,KES / BIF,15.3315,15.1914,15.4716
27/04/2023,KES / TSHS,17.2934,17.2439,17.343
27/04/2023,HONGKONG DOLLAR,17.3039,17.2912,17.3167
27/04/2023,SAUDI RIYAL,36.2109,36.1828,36.239
26/04/2023,SA RAND,7.383,7.3745,7.3914
26/04/2023,STG POUND,168.3371,168.19,168.4841
26/04/2023,KES / USHS,27.5913,27.5341,27.6485
26/04/2023,US DOLLAR,135.6588,135.5588,135.7588
26/04/2023,KES / BIF,15.3511,15.2108,15.4914
26/04/2023,AE DIRHAM,36.9391,36.9068,36.9714
26/04/2023,JPY (100),101.2644,101.1784,101.3504
26/04/2023,CAN $,99.6539,99.5658,99.742
26/04/2023,DAN KRONER,19.9922,19.9768,20.0075
26/04/2023,CHINESE YUAN,19.5767,19.5595,19.594
26/04/2023,KES / TSHS,17.3155,17.2659,17.3652
26/04/2023,KES / RWF,8.2096,8.1225,8.2968
26/04/2023,IND RUPEE,1.6546,1.6531,1.6561
26/04/2023,AUSTRALIAN $,89.9689,89.8891,90.0488
26/04/2023,HONGKONG DOLLAR,17.2823,17.2695,17.295
26/04/2023,EURO,149.1932,149.0624,149.3241
26/04/2023,NOR KRONER,12.7332,12.7223,12.7441
26/04/2023,S FRANC,152.1692,152.0229,152.3155
26/04/2023,SW KRONER,13.1706,13.1594,13.1819
26/04/2023,SAUDI RIYAL,36.1689,36.1413,36.1966
26/04/2023,SINGAPORE DOLLAR,101.3628,101.2691,101.4564
25/04/2023,STG POUND,168.5847,168.4353,168.7341
25/04/2023,KES / USHS,27.6051,27.5478,27.6624
25/04/2023,US DOLLAR,135.4824,135.3824,135.5824
25/04/2023,KES / BIF,15.37,15.2284,15.5116
25/04/2023,EURO,149.2115,149.0806,149.3424
25/04/2023,AE DIRHAM,36.8931,36.8608,36.9253
25/04/2023,DAN KRONER,20.0807,20.0644,20.097
25/04/2023,KES / RWF,8.2005,8.1317,8.2692
25/04/2023,CAN $,99.9501,99.8616,100.0386
25/04/2023,SW KRONER,13.2063,13.193,13.2197
25/04/2023,S FRANC,152.6218,152.4748,152.7688
25/04/2023,JPY (100),100.8992,100.8209,100.9774
25/04/2023,NOR KRONER,12.8467,12.8354,12.858
25/04/2023,SA RAND,7.4501,7.4416,7.4587
25/04/2023,KES / TSHS,17.3086,17.2589,17.3582
25/04/2023,CHINESE YUAN,19.6069,19.5922,19.6215
25/04/2023,SINGAPORE DOLLAR,101.4963,101.3948,101.5979
25/04/2023,IND RUPEE,1.6532,1.6518,1.6545
25/04/2023,AUSTRALIAN $,90.4142,90.3406,90.4877
25/04/2023,HONGKONG DOLLAR,17.2604,17.2477,17.2732
25/04/2023,SAUDI RIYAL,36.1228,36.0952,36.1505
24/04/2023,STG POUND,168.4476,168.2965,168.5988
24/04/2023,KES / USHS,27.6024,27.545,27.6597
24/04/2023,US DOLLAR,135.3147,135.2147,135.4147
24/04/2023,SA RAND,7.5028,7.4953,7.5104
24/04/2023,S FRANC,151.5792,151.4332,151.7252
24/04/2023,KES / RWF,8.2063,8.1374,8.2752
24/04/2023,EURO,148.4768,148.3441,148.6094
24/04/2023,IND RUPEE,1.6487,1.647,1.6505
24/04/2023,SW KRONER,13.1293,13.118,13.1407
24/04/2023,CAN $,100.5684,100.4791,100.6576
24/04/2023,KES / BIF,15.3878,15.2447,15.5309
24/04/2023,NOR KRONER,12.7873,12.7761,12.7985
24/04/2023,DAN KRONER,19.937,19.9208,19.9532
24/04/2023,AUSTRALIAN $,91.5607,91.4592,91.6622
24/04/2023,CHINESE YUAN,19.6907,19.6705,19.711
24/04/2023,SINGAPORE DOLLAR,101.6831,101.5888,101.7773
24/04/2023,KES / TSHS,17.3374,17.2876,17.3872
24/04/2023,JPY (100),100.8945,100.8162,100.9729
24/04/2023,AE DIRHAM,36.8484,36.8162,36.8807
24/04/2023,SAUDI RIYAL,36.0791,36.0505,36.1077
24/04/2023,HONGKONG DOLLAR,17.2384,17.2257,17.2512
20/04/2023,KES / TSHS,17.3458,17.296,17.3957
20/04/2023,KES / RWF,8.2064,8.1375,8.2754
20/04/2023,US DOLLAR,135.1912,135.0912,135.2912
20/04/2023,KES / USHS,27.6646,27.6071,27.722
20/04/2023,S FRANC,150.8494,150.7041,150.9946
20/04/2023,DAN KRONER,19.8825,19.8669,19.8981
20/04/2023,STG POUND,168.2768,168.1288,168.4247
20/04/2023,KES / BIF,15.4018,15.2586,15.5451
20/04/2023,AE DIRHAM,36.8128,36.7805,36.845
20/04/2023,SA RAND,7.4311,7.4236,7.4385
20/04/2023,CHINESE YUAN,19.6212,19.606,19.6364
20/04/2023,SINGAPORE DOLLAR,101.3124,101.2146,101.4101
20/04/2023,CAN $,100.3609,100.283,100.4389
20/04/2023,EURO,148.1603,148.0265,148.2941
20/04/2023,IND RUPEE,1.6449,1.6436,1.6462
20/04/2023,NOR KRONER,12.7541,12.7423,12.766
20/04/2023,JPY (100),100.3237,100.2458,100.4016
20/04/2023,HONGKONG DOLLAR,17.2231,17.2104,17.2359
20/04/2023,SW KRONER,13.0582,13.0466,13.0697
20/04/2023,SAUDI RIYAL,36.0481,36.0205,36.0757
20/04/2023,AUSTRALIAN $,90.6727,90.5921,90.7533
19/04/2023,KES / USHS,27.6351,27.5776,27.6926
19/04/2023,US DOLLAR,134.9735,134.8735,135.0735
19/04/2023,KES / RWF,8.2231,8.154,8.2921
19/04/2023,SA RAND,7.4275,7.4198,7.4352
19/04/2023,KES / BIF,15.4254,15.2806,15.5701
19/04/2023,DAN KRONER,19.861,19.8457,19.8763
19/04/2023,EURO,147.9609,147.8276,148.0941
19/04/2023,AE DIRHAM,36.7525,36.7203,36.7847
19/04/2023,JPY (100),100.4604,100.3747,100.546
19/04/2023,NOR KRONER,12.8602,12.8474,12.873
19/04/2023,SW KRONER,13.0703,13.0575,13.0832
19/04/2023,S FRANC,150.4722,150.3439,150.6004
19/04/2023,IND RUPEE,1.6437,1.6424,1.645
19/04/2023,SINGAPORE DOLLAR,101.2137,101.1349,101.2925
19/04/2023,STG POUND,167.7656,167.6159,167.9153
19/04/2023,SAUDI RIYAL,35.9829,35.9481,36.0177
19/04/2023,CHINESE YUAN,19.6225,19.6071,19.6379
19/04/2023,CAN $,100.704,100.6143,100.7936
19/04/2023,HONGKONG DOLLAR,17.1956,17.1829,17.2084
19/04/2023,AUSTRALIAN $,90.8304,90.7564,90.9045
19/04/2023,KES / TSHS,17.3738,17.3239,17.4237
18/04/2023,KES / TSHS,17.4264,17.3764,17.4765
18/04/2023,STG POUND,166.9094,166.7606,167.0582
18/04/2023,KES / USHS,27.7576,27.6999,27.8153
18/04/2023,S FRANC,149.9591,149.8144,150.1038
18/04/2023,EURO,147.4159,147.2847,147.5471
18/04/2023,KES / RWF,8.2568,8.1579,8.3557
18/04/2023,AE DIRHAM,36.6904,36.6582,36.7227
18/04/2023,NOR KRONER,12.873,12.861,12.8849
18/04/2023,DAN KRONER,19.7365,19.7209,19.7522
18/04/2023,SW KRONER,13.0065,12.9951,13.0179
18/04/2023,JPY (100),100.1511,100.0656,100.2366
18/04/2023,IND RUPEE,1.6424,1.6406,1.6442
18/04/2023,AUSTRALIAN $,90.1399,90.0595,90.2203
18/04/2023,US DOLLAR,134.7382,134.6382,134.8382
18/04/2023,SINGAPORE DOLLAR,100.9238,100.83,101.0176
18/04/2023,CAN $,100.5134,100.4238,100.603
18/04/2023,KES / BIF,15.4516,15.3057,15.5974
18/04/2023,SA RAND,7.3575,7.3508,7.3643
18/04/2023,CHINESE YUAN,19.5806,19.5624,19.5989
18/04/2023,SAUDI RIYAL,35.9221,35.8748,35.9693
18/04/2023,HONGKONG DOLLAR,17.1694,17.1566,17.1821
17/04/2023,SA RAND,7.4471,7.4404,7.4539
17/04/2023,US DOLLAR,134.5676,134.4676,134.6676
17/04/2023,KES / RWF,8.2317,8.1625,8.301
17/04/2023,EURO,148.4453,148.3165,148.5741
17/04/2023,S FRANC,150.9622,150.8161,151.1082
17/04/2023,DAN KRONER,19.9162,19.8999,19.9325
17/04/2023,AE DIRHAM,36.644,36.6118,36.6762
17/04/2023,IND RUPEE,1.6461,1.6443,1.6479
17/04/2023,KES / TSHS,17.4262,17.3761,17.4763
17/04/2023,KES / USHS,27.7184,27.6607,27.7762
17/04/2023,SW KRONER,13.0956,13.0838,13.1074
17/04/2023,SINGAPORE DOLLAR,101.354,101.271,101.4369
17/04/2023,SAUDI RIYAL,35.8742,35.8456,35.9028
17/04/2023,KES / BIF,15.47,15.3229,15.6171
17/04/2023,STG POUND,167.8824,167.7318,168.0329
17/04/2023,JPY (100),101.0989,101.0124,101.1854
17/04/2023,CHINESE YUAN,19.6163,19.5946,19.638
17/04/2023,CAN $,100.898,100.8079,100.9881
17/04/2023,NOR KRONER,13.0178,13.0062,13.0294
17/04/2023,AUSTRALIAN $,91.0148,90.9405,91.0892
17/04/2023,HONGKONG DOLLAR,17.1426,17.1299,17.1553
14/04/2023,EURO,148.515,148.3829,148.6471
14/04/2023,US DOLLAR,134.3529,134.2529,134.4529
14/04/2023,STG POUND,168.2315,168.0835,168.3794
14/04/2023,KES / RWF,8.2366,8.1672,8.306
14/04/2023,DAN KRONER,19.9529,19.9366,19.9692
14/04/2023,KES / BIF,15.4931,15.344,15.6421
14/04/2023,KES / TSHS,17.4541,17.4039,17.5043
14/04/2023,NOR KRONER,13.0523,13.0388,13.0659
14/04/2023,S FRANC,151.3154,151.1857,151.4451
14/04/2023,JPY (100),101.364,101.2848,101.4433
14/04/2023,CAN $,100.8012,100.7224,100.8801
14/04/2023,IND RUPEE,1.6464,1.6451,1.6477
14/04/2023,HONGKONG DOLLAR,17.1155,17.1027,17.1282
14/04/2023,SA RAND,7.4456,7.438,7.4531
14/04/2023,AE DIRHAM,36.5835,36.5513,36.6157
14/04/2023,SW KRONER,13.1039,13.091,13.1168
14/04/2023,AUSTRALIAN $,91.0577,90.9832,91.1322
14/04/2023,KES / USHS,27.7627,27.7049,27.8206
14/04/2023,SAUDI RIYAL,35.8179,35.7893,35.8465
14/04/2023,CHINESE YUAN,19.641,19.6253,19.6566
14/04/2023,SINGAPORE DOLLAR,101.387,101.2924,101.4816
13/04/2023,KES / USHS,27.9576,27.8994,28.0158
13/04/2023,SA RAND,7.2828,7.2744,7.2912
13/04/2023,EURO,146.9844,146.8518,147.1171
13/04/2023,STG POUND,166.9238,166.78,167.0676
13/04/2023,AE DIRHAM,36.4746,36.4424,36.5068
13/04/2023,US DOLLAR,133.9529,133.8529,134.0529
13/04/2023,NOR KRONER,12.8211,12.8062,12.836
13/04/2023,SW KRONER,12.9446,12.9319,12.9572
13/04/2023,CAN $,99.6859,99.6078,99.764
13/04/2023,S FRANC,149.2595,149.1398,149.3793
13/04/2023,JPY (100),100.4785,100.3922,100.5648
13/04/2023,KES / BIF,15.5384,15.388,15.6889
13/04/2023,IND RUPEE,1.6338,1.6325,1.6352
13/04/2023,CHINESE YUAN,19.4848,19.4695,19.5
13/04/2023,SAUDI RIYAL,35.7113,35.6827,35.7398
13/04/2023,AUSTRALIAN $,89.7351,89.6547,89.8155
13/04/2023,DAN KRONER,19.7445,19.7284,19.7607
13/04/2023,KES / RWF,8.2376,8.168,8.3072
13/04/2023,KES / TSHS,17.5062,17.4558,17.5566
13/04/2023,HONGKONG DOLLAR,17.0649,17.0522,17.0777
13/04/2023,SINGAPORE DOLLAR,100.9214,100.8384,101.0043
12/4/2023,EURO,145.8944,145.7712,146.0176
12/4/2023,US DOLLAR,133.7235,133.6235,133.8235
12/4/2023,STG POUND,166.2368,166.0953,166.3782
12/4/2023,S FRANC,148.1866,148.0429,148.3302
12/4/2023,SA RAND,7.2816,7.2735,7.2896
12/4/2023,KES / RWF,8.2517,8.182,8.3214
12/4/2023,AE DIRHAM,36.4111,36.379,36.4433
12/4/2023,NOR KRONER,12.688,12.6745,12.7015
12/4/2023,KES / BIF,15.5634,15.411,15.7158
12/4/2023,JPY (100),99.9615,99.883,100.04
12/4/2023,CHINESE YUAN,19.4185,19.4037,19.4333
12/4/2023,CAN $,99.3894,99.3114,99.4675
12/4/2023,KES / TSHS,17.5362,17.4857,17.5867
12/4/2023,KES / USHS,27.856,27.7978,27.9142
12/4/2023,IND RUPEE,1.6298,1.6286,1.6311
12/4/2023,DAN KRONER,19.6194,19.6032,19.6355
12/4/2023,HONGKONG DOLLAR,17.0351,17.0223,17.0478
12/4/2023,SW KRONER,12.8189,12.8056,12.8322
12/4/2023,AUSTRALIAN $,89.1869,89.1135,89.2603
12/4/2023,SINGAPORE DOLLAR,100.3893,100.2954,100.4832
12/4/2023,SAUDI RIYAL,35.6458,35.6168,35.6749
11/4/2023,US DOLLAR,133.5882,133.4882,133.6882
11/4/2023,STG POUND,166.0097,165.8635,166.1559
11/4/2023,KES / USHS,27.9591,27.9007,28.0175
11/4/2023,SA RAND,7.2355,7.228,7.2429
11/4/2023,S FRANC,147.2047,147.0621,147.3473
11/4/2023,KES / TSHS,17.5166,17.466,17.5671
11/4/2023,EURO,145.6644,145.5306,145.7982
11/4/2023,JPY (100),100.2275,100.1412,100.3138
11/4/2023,SW KRONER,12.7263,12.7122,12.7405
